,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition
996,90.0,70.0,8393.0,5.0,5.0,1959.0,2005.0,122.0,528.0,0.0,1098.0,1626.0,1712.0,0.0,0.0,1712.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,2005.0,2.0,588.0,272.0,54.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Abnorml
997,160.0,24.0,1300.0,6.0,6.0,1980.0,1980.0,0.0,285.0,0.0,276.0,561.0,561.0,668.0,0.0,1229.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,1980.0,2.0,462.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,COD,Normal
998,20.0,110.0,14230.0,8.0,5.0,2007.0,2007.0,640.0,0.0,0.0,1566.0,1566.0,1600.0,0.0,0.0,1600.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2007.0,3.0,890.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
999,60.0,57.0,8773.0,6.0,5.0,1997.0,1997.0,0.0,0.0,0.0,916.0,916.0,916.0,684.0,0.0,1600.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1997.0,2.0,460.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Fa,N,TA,Typ,P,WD,Normal
1000,50.0,69.61401673640168,6240.0,5.0,4.0,1936.0,1950.0,0.0,0.0,0.0,896.0,896.0,896.0,448.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1936.0,1.0,240.0,200.0,114.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1001,20.0,69.61401673640168,15611.0,5.0,6.0,1977.0,1977.0,0.0,767.0,93.0,266.0,1126.0,1126.0,0.0,0.0,1126.0,0.0,1.0,2.0,0.0,3.0,1.0,6.0,0.0,1977.0,2.0,540.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,BrkComm,Brk Cmn,TA,TA,Slab,GasW,Fa,N,Fa,Min1,Y,WD,Normal
1002,20.0,37.0,6951.0,5.0,5.0,1984.0,1985.0,0.0,658.0,0.0,218.0,876.0,923.0,0.0,0.0,923.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1984.0,1.0,264.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Ex,Y,Ex,Typ,N,WD,Abnorml
1003,30.0,50.0,6000.0,5.0,7.0,1921.0,1950.0,0.0,616.0,0.0,0.0,616.0,616.0,0.0,0.0,616.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1921.0,1.0,205.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1004,90.0,80.0,8000.0,5.0,4.0,1961.0,1961.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,0.0,0.0,1800.0,0.0,0.0,2.0,0.0,6.0,2.0,10.0,0.0,1978.1405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Fa,Y,TA,Typ,Y,WD,Normal
1005,20.0,128.0,12160.0,6.0,4.0,1953.0,1953.0,90.0,1024.0,0.0,481.0,1505.0,1505.0,0.0,0.0,1505.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1953.0,2.0,505.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,2.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1006,20.0,80.0,12984.0,5.0,6.0,1977.0,1977.0,459.0,1283.0,147.0,0.0,1430.0,1647.0,0.0,0.0,1647.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1977.0,2.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1007,20.0,60.0,7024.0,4.0,5.0,2005.0,2005.0,0.0,1024.0,0.0,108.0,1132.0,1132.0,0.0,0.0,1132.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,2005.0,2.0,451.0,252.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,WD,Normal
1008,60.0,65.0,15426.0,6.0,5.0,1997.0,1997.0,0.0,821.0,0.0,107.0,928.0,928.0,836.0,0.0,1764.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1997.0,2.0,470.0,276.0,99.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1009,50.0,50.0,8405.0,4.0,3.0,1945.0,1950.0,0.0,0.0,0.0,0.0,0.0,1088.0,441.0,0.0,1529.0,0.0,0.0,2.0,0.0,4.0,1.0,9.0,0.0,1945.0,1.0,240.0,92.0,0.0,185.0,0.0,0.0,0.0,0.0,4.0,2009.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1010,50.0,50.0,9638.0,6.0,7.0,1919.0,1990.0,0.0,0.0,0.0,804.0,804.0,1699.0,748.0,0.0,2447.0,0.0,0.0,2.0,0.0,4.0,1.0,10.0,1.0,1969.0,1.0,336.0,272.0,0.0,42.0,0.0,116.0,0.0,0.0,3.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,GasA,Ex,Y,TA,Typ,P,WD,Normal
1011,120.0,43.0,3182.0,7.0,5.0,2005.0,2006.0,16.0,16.0,0.0,1330.0,1346.0,1504.0,0.0,0.0,1504.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,2005.0,2.0,457.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1012,20.0,49.0,5820.0,3.0,8.0,1955.0,2005.0,0.0,256.0,0.0,906.0,1162.0,1163.0,0.0,0.0,1163.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1955.0,1.0,220.0,142.0,98.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Hip,CompShg,AsphShn,AsphShn,TA,TA,CBlock,GasA,TA,N,TA,Typ,Y,WD,Normal
1013,160.0,69.61401673640168,2117.0,6.0,5.0,2000.0,2000.0,456.0,436.0,0.0,320.0,756.0,769.0,756.0,0.0,1525.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,1.0,2000.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,TA,Gd,PConc,GasA,TA,Y,Gd,Typ,Y,WD,Normal
1014,20.0,69.61401673640168,13526.0,5.0,6.0,1965.0,1965.0,114.0,560.0,375.0,0.0,935.0,935.0,0.0,0.0,935.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1965.0,1.0,288.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,Stucco,TA,TA,BrkTil,GasW,TA,N,TA,Maj2,Y,WD,Normal
1015,30.0,70.0,5684.0,6.0,8.0,1930.0,2005.0,0.0,0.0,0.0,813.0,813.0,813.0,0.0,0.0,813.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1932.0,1.0,270.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1016,20.0,78.0,7800.0,5.0,8.0,1948.0,2002.0,0.0,603.0,0.0,293.0,896.0,1112.0,896.0,0.0,2008.0,1.0,0.0,3.0,0.0,3.0,1.0,8.0,0.0,1948.0,1.0,230.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1017,60.0,86.0,11839.0,7.0,5.0,1990.0,1990.0,99.0,1085.0,0.0,390.0,1475.0,1532.0,797.0,0.0,2329.0,1.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1990.0,2.0,514.0,192.0,121.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1018,50.0,75.0,13710.0,5.0,5.0,1950.0,1950.0,0.0,420.0,0.0,490.0,910.0,910.0,648.0,0.0,1558.0,0.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,1950.0,1.0,282.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,Gd,Y,Gd,Typ,Y,COD,Abnorml
1019,60.0,78.0,10140.0,7.0,5.0,1976.0,1976.0,0.0,194.0,0.0,638.0,832.0,832.0,832.0,0.0,1664.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1976.0,2.0,528.0,0.0,28.0,0.0,0.0,259.0,0.0,0.0,3.0,2006.0,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Gd,Y,Gd,Typ,Y,WD,Normal
1020,20.0,93.0,11160.0,7.0,5.0,1968.0,1968.0,0.0,1065.0,0.0,1045.0,2110.0,2110.0,0.0,0.0,2110.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,2.0,1968.0,2.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1021,60.0,69.0,9337.0,6.0,5.0,1997.0,1997.0,0.0,648.0,0.0,176.0,824.0,905.0,881.0,0.0,1786.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1997.0,2.0,684.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1022,160.0,41.0,2665.0,5.0,6.0,1977.0,1977.0,0.0,548.0,173.0,36.0,757.0,925.0,550.0,0.0,1475.0,0.0,0.0,2.0,0.0,4.0,1.0,6.0,1.0,1977.0,1.0,336.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
1023,190.0,50.0,6000.0,5.0,4.0,1954.0,1954.0,0.0,0.0,0.0,811.0,811.0,811.0,576.0,0.0,1387.0,0.0,0.0,2.0,0.0,3.0,2.0,7.0,0.0,1954.0,1.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,WD,Normal
1024,160.0,32.0,3363.0,7.0,5.0,2004.0,2004.0,117.0,0.0,0.0,976.0,976.0,976.0,732.0,0.0,1708.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2004.0,2.0,380.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1025,50.0,77.0,9786.0,6.0,7.0,1962.0,1981.0,0.0,600.0,0.0,312.0,912.0,1085.0,649.0,0.0,1734.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,1.0,1962.0,2.0,440.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,WdShake,Stone,HdBoard,Gd,TA,CBlock,GasA,TA,Y,Gd,Typ,Y,COD,Abnorml
1026,190.0,60.0,10800.0,5.0,4.0,1900.0,1970.0,0.0,664.0,0.0,290.0,954.0,1766.0,648.0,0.0,2414.0,0.0,0.0,2.0,0.0,3.0,2.0,10.0,1.0,1970.0,2.0,520.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1027,60.0,70.0,8750.0,7.0,5.0,1994.0,1995.0,0.0,642.0,0.0,273.0,915.0,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1994.0,2.0,493.0,144.0,133.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1028,20.0,70.0,7763.0,5.0,7.0,1962.0,1980.0,0.0,504.0,108.0,319.0,931.0,1283.0,0.0,0.0,1283.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1980.0,2.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
1029,20.0,70.0,9100.0,7.0,5.0,2001.0,2001.0,0.0,0.0,0.0,1212.0,1212.0,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2001.0,2.0,573.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1030,50.0,55.0,7264.0,7.0,7.0,1925.0,2007.0,0.0,0.0,0.0,952.0,952.0,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,0.0,1978.0,2.0,672.0,74.0,0.0,0.0,0.0,144.0,0.0,0.0,10.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,WD,Normal
1031,80.0,75.0,9750.0,5.0,5.0,1967.0,1967.0,0.0,400.0,480.0,100.0,980.0,980.0,0.0,0.0,980.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1967.0,1.0,384.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,TA,Typ,N,WD,Normal
1032,20.0,90.0,14115.0,6.0,7.0,1956.0,2004.0,0.0,296.0,547.0,230.0,1073.0,1811.0,0.0,0.0,1811.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1956.0,2.0,470.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Plywood,TA,TA,BrkTil,GasA,Ex,Y,TA,Typ,Y,WD,Normal
1033,20.0,69.61401673640168,8900.0,4.0,4.0,1966.0,1966.0,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1966.0,1.0,384.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Abnorml
1034,20.0,85.0,11049.0,8.0,5.0,2007.0,2007.0,0.0,0.0,0.0,1234.0,1234.0,1234.0,0.0,0.0,1234.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2007.0,2.0,484.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1035,160.0,24.0,2016.0,5.0,5.0,1970.0,1970.0,304.0,0.0,0.0,630.0,630.0,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,1970.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,GasA,Ex,Y,Fa,Typ,Y,WD,Normal
1036,50.0,69.61401673640168,7920.0,6.0,7.0,1920.0,1950.0,0.0,0.0,0.0,319.0,319.0,1035.0,371.0,0.0,1406.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1978.1405405405405,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,Slab,GasA,Ex,N,TA,Typ,N,WD,Normal
1037,85.0,69.61401673640168,7252.0,5.0,5.0,1982.0,1982.0,0.0,685.0,0.0,173.0,858.0,858.0,0.0,0.0,858.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1983.0,2.0,576.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Ex,Typ,Y,WD,Normal
1038,60.0,85.0,11924.0,9.0,5.0,2005.0,2006.0,286.0,998.0,0.0,177.0,1175.0,1182.0,1142.0,0.0,2324.0,1.0,0.0,3.0,0.0,4.0,1.0,11.0,2.0,2005.0,3.0,736.0,147.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1039,20.0,74.0,8892.0,5.0,7.0,1953.0,1996.0,0.0,0.0,0.0,105.0,105.0,910.0,0.0,0.0,910.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1953.0,2.0,414.0,196.0,0.0,150.0,0.0,0.0,0.0,0.0,10.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1040,60.0,80.0,9760.0,6.0,6.0,1964.0,1964.0,360.0,674.0,106.0,0.0,780.0,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,7.0,0.0,1964.0,2.0,442.0,328.0,128.0,0.0,0.0,189.0,0.0,0.0,6.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
1041,60.0,122.0,11911.0,6.0,5.0,2005.0,2005.0,0.0,0.0,0.0,684.0,684.0,684.0,876.0,0.0,1560.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,2005.0,2.0,400.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,TA,Maj1,Y,WD,Normal
1042,90.0,60.0,8400.0,5.0,5.0,1977.0,1977.0,320.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,2020.0,0.0,0.0,2.0,0.0,4.0,2.0,10.0,2.0,1977.0,2.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,Gd,Typ,Y,WD,Normal
1043,120.0,41.0,4920.0,8.0,5.0,2001.0,2001.0,0.0,616.0,0.0,722.0,1338.0,1338.0,0.0,0.0,1338.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2001.0,2.0,582.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1044,20.0,69.61401673640168,26142.0,5.0,7.0,1962.0,1962.0,189.0,593.0,0.0,595.0,1188.0,1188.0,0.0,0.0,1188.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1962.0,1.0,312.0,261.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
1045,20.0,70.0,8749.0,7.0,5.0,2002.0,2002.0,100.0,0.0,0.0,1459.0,1459.0,1459.0,0.0,0.0,1459.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2002.0,2.0,527.0,192.0,39.0,0.0,0.0,0.0,0.0,0.0,9.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Hip,WdShngl,BrkFace,BrkFace,Gd,TA,PConc,GasA,TA,Y,Gd,Typ,Y,WD,Normal
